domain,n_companies,ar_gemi,co_name_el,source_url,url,discovered_url,website_source,status_descr
ike-greece.gr,302,146532136000,AGRO FAMILY ΦΟΥΝΤΟΓΛΟΥ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800994237,,,Ενεργή
ike-greece.gr,302,146532940000,AGRO FARM ΠΑΡΛΑΝΤΖΑΣ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800994305,,,Ενεργή
ike-greece.gr,302,168604336000,AGRO SXΕIMA Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/802035556,,,Ενεργή
ike-greece.gr,302,146907104000,AGRO ΖΟΡΜΠΑΣ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/801011200,,,Ενεργή
ike-greece.gr,302,146949104000,AGRO ΜΙΧΑΗΛΙΔΗΣ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/801012902,,,Ενεργή
ike-greece.gr,302,168308326000,AGRO ΤΣΑΚΑΛΟΣ ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/802021908,,,Ενεργή
ike-greece.gr,302,152783252000,AGROENERGY ΑΓΓΙΣΤΑΣ Α.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/996962957,,,Ενεργή
ike-greece.gr,302,153466921000,AGROENERGY ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ IKE,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/996889866,,,Ενεργή
ike-greece.gr,302,157059410000,AGROENERGY ΑΡΡΙΑΝΩΝ ΙΚΕ,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/996905127,,,Ενεργή
ike-greece.gr,302,153003004000,AGROENERGY ΕΥΟΣΜΟΥ ΙΚΕ,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/997314269,,,Ενεργή
ike-greece.gr,302,157111746000,AGROENERGY ΞΑΝΘΗΣ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/997116820,,,Ενεργή
ike-greece.gr,302,153777411000,AGROENERGY ΠΟΙΜΕΝΙΚΟΥ ΙΚΕ,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/996904850,,,Ενεργή
ike-greece.gr,302,154110710000,AGROENERGY ΣΑΠΩΝ ΙΚΕ,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/996904886,,,Ενεργή
ike-greece.gr,302,153350321000,AGROENERGY ΣΤΕΡΝΑΣ ΙΚΕ,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/996889842,,,Ενεργή
ike-greece.gr,302,165394121000,AGROFARM ΑΛΕΠΟΧΩΡΙΟΥ ΕΛΑΙΟΥΧΩΝ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801897933,,,Ενεργή
ike-greece.gr,302,165365521000,AGROFARM ΑΛΕΠΟΧΩΡΙΟΥ ΣΙΤΗΡΩΝ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801896518,,,Ενεργή
ike-greece.gr,302,185276316000,AGROFARM ΑΥΓΕΡΙΝΟΥ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/802916998,,,Ενεργή
ike-greece.gr,302,176621036000,AGROFARM ΑΦΟΙ ΚΑΡΑΓΙΑΝΝΗ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/802452597,,,Ενεργή
ike-greece.gr,302,166202254000,AGROFARM ΒΕΛΕΣΙΩΤΩΝ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801929911,,,Ενεργή
ike-greece.gr,302,166451121000,AGROFARM ΔΗΜΑΚΗΣ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801931680,,,Ενεργή
ike-greece.gr,302,165464721000,AGROFARM ΕΒΡΟΥ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801901963,,,Ενεργή
ike-greece.gr,302,176586316000,AGROFARM ΚΩΣΤΟΥΡΟΣ ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/802450739,,,Ενεργή
ike-greece.gr,302,167718321000,AGROFARM ΜΑΝΔΡΑΣ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801990899,,,Ενεργή
ike-greece.gr,302,166450721000,AGROFARM ΝΤΙΝΟΥΔΗΣ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801931642,,,Ενεργή
ike-greece.gr,302,165595904000,AGROFARM ΝΤΙΤΣΙΟΣ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801908990,,,Ενεργή
ike-greece.gr,302,168859536000,AGROFARM ΠΑΣΧΑΛΙΔΗ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/802047205,,,Ενεργή
ike-greece.gr,302,167345732000,AGROKLHP Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801972673,,,Ενεργή
ike-greece.gr,302,165586832000,AGROLIFE Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801908491,,,Ενεργή
ike-greece.gr,302,165500810000,AGROSARR Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801903907,,,Ενεργή
ike-greece.gr,302,146497835000,AGROTEAM ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ ΟΜΑΔΑΣ ΠΑΡΑΓΩΓΩΝ,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/800992490,,,Ενεργή
ike-greece.gr,302,146163301000,BIOENERGY SOLUTIONS ΙΚΕ,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800977880,,,Ενεργή
ike-greece.gr,302,172474704000,C & H PROPERTIES Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/802224527,,,Ενεργή
ike-greece.gr,302,145811304000,COTTON AGROTEAM ΓΚΕΛΤΣΟΣ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800961440,,,Ενεργή
ike-greece.gr,302,165523431000,COTTON EXPRESS Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801905095,,,Ενεργή
ike-greece.gr,302,146553004000,COTTON FARM ΑΠ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800995246,,,Ενεργή
ike-greece.gr,302,146354704000,COTTON FARM ΚΟΡΩΝΑΣ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800986391,,,Ενεργή
ike-greece.gr,302,146460404000,COTTON FARM ΛΟΥΔΙΑΣ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800990816,,,Ενεργή
ike-greece.gr,302,145637404000,COTTON-RICE FAMILY ΙΚΕ,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/800953009,,,Ενεργή
ike-greece.gr,302,179308521000,DAYLIGHT ENERGY Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/802598132,,,Ενεργή
ike-greece.gr,302,146062146000,DREAM MILK Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/800972731,,,Ενεργή
ike-greece.gr,302,168316452000,FILIPPIDIS DAIRY FARM Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/802022259,,,Ενεργή
ike-greece.gr,302,145978904000,GOLDEN RICE ΒΑΓΓΕΛΟΠΟΥΛΟΣ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/800968822,,,Ενεργή
ike-greece.gr,302,146986201000,GREEN LINE YACHTING ΙΚΕ,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/801014747,,,Ενεργή
ike-greece.gr,302,161691721000,GREEN STORAGE SOLUTIONS Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/801696951,,,Ενεργή
ike-greece.gr,302,161691921000,GREEN STORAGE SYSTEMS Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/801696975,,,Ενεργή
ike-greece.gr,302,188910621000,HELIOS ΕΝΕΡΓΕΙΑ 2 ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/803080064,,,Ενεργή
ike-greece.gr,302,180129121000,HELIOS ΕΝΕΡΓΕΙΑ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/802644687,,,Ενεργή
ike-greece.gr,302,177920901000,MM PROPERTY ΜΟΝΟΠΡΟΣΩΠΗ Α.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/802520273,,,Ενεργή
ike-greece.gr,302,171819755000,PREMNO Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/802192875,,,Ενεργή
ike-greece.gr,302,145807404000,RICE AGROTEAM ΓΚΕΛΤΣΟΣ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800961218,,,Ενεργή
ike-greece.gr,302,145622904000,RICE FARM ΑΠ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/800952180,,,Ενεργή
ike-greece.gr,302,146352504000,RICE FARM ΚΟΡΩΝΑΣ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800986317,,,Ενεργή
ike-greece.gr,302,175205721000,STORAGE POWER 1 ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/802372456,,,Ενεργή
ike-greece.gr,302,175205921000,STORAGE POWER 2 ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/802372470,,,Ενεργή
ike-greece.gr,302,175206021000,STORAGE POWER 3 ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/802372481,,,Ενεργή
ike-greece.gr,302,175206221000,STORAGE POWER 4 ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/802372493,,,Ενεργή
ike-greece.gr,302,165357240000,THESSALIAN FARMERS Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801896045,,,Ενεργή
ike-greece.gr,302,181594336000,TSAMIS FARM Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/802723760,,,Ενεργή
ike-greece.gr,302,146136818000,TSIGARAS FAMILY FARM Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800976441,,,Ενεργή
ike-greece.gr,302,165882653000,ΑΓΡΟΚΤΗΜΑ ΑΦΟΙ ΝΙΚΟΛΟΥ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801921765,,,Ενεργή
ike-greece.gr,302,165441936000,ΑΓΡΟΚΤΗΜΑ ΒΑΤΕΡΟΥ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801900500,,,Ενεργή
ike-greece.gr,302,165436253000,ΑΓΡΟΤΙΚΕΣ  ΕΠΙΧΕΙΡΗΣΕΙΣ ΞΑΓΑΡΑΣ-ΜΗΛΙΩΤΗΣ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801900296,,,Ενεργή
ike-greece.gr,302,146553646000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΒΑΤΟΥ Α ΙΚΕ,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800995258,,,Ενεργή
ike-greece.gr,302,165266240000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΓΓΕΛΟΥΣΟΠΟΥΛΟΥ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801890981,,,Ενεργή
ike-greece.gr,302,145886536000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ Α' Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/800964859,,,Ενεργή
ike-greece.gr,302,146533204000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΓΙΟΥ ΑΘΑΝΑΣΙΟΥ Α Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800994342,,,Ενεργή
ike-greece.gr,302,146533936000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ Α Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800994422,,,Ενεργή
ike-greece.gr,302,170514731000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΓΝΑΝΤΕΡΟΥ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/802128080,,,Ενεργή
ike-greece.gr,302,165588340000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΓΡΟΚΗΠΙΟΥ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801908640,,,Ενεργή
ike-greece.gr,302,146428404000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΔΕΝΔΡΟΥ Ε ΙΚΕ,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800989393,,,Ενεργή
ike-greece.gr,302,146586704000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΔΕΝΔΡΟΥ ΣΤ ΙΚΕ,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800996648,,,Ενεργή
ike-greece.gr,302,146072621000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ  Α'  Ι.Κ.Ε,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800973217,,,Ενεργή
ike-greece.gr,302,146551421000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΛΕΠΟΧΩΡΙΟΥ Α Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800995130,,,Ενεργή
ike-greece.gr,302,146121052000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΛΙΣΤΡΑΤΗΣ Α ΙΚΕ,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/800975721,,,Ενεργή
ike-greece.gr,302,145975440000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΜΠΕΛΩΝΑ Α' Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800968717,,,Ενεργή
ike-greece.gr,302,145977140000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΜΠΕΛΩΝΑ Β' Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800968926,,,Ενεργή
ike-greece.gr,302,146489855000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΜΥΝΤΑΙΟΥ Α΄ ΙΚΕ,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800992115,,,Ενεργή
ike-greece.gr,302,146021636000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΝΑΡΡΑΧΗΣ Α ΙΚΕ,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800970725,,,Ενεργή
ike-greece.gr,302,146971504000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΝΑΤΟΛΙΚΟΥ Α Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/801013947,,,Ενεργή
ike-greece.gr,302,165406621000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΡΑΜΠΑΤΖΙΔΗ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801898689,,,Ενεργή
ike-greece.gr,302,146491621000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΡΔΑΝΙΟΥ Α Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800992256,,,Ενεργή
ike-greece.gr,302,146504636000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΒΑΤΕΡΟΥ Α ΙΚΕ,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800992951,,,Ενεργή
ike-greece.gr,302,165197948000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΒΟΥΝΙΣΙΟΣ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801886840,,,Ενεργή
ike-greece.gr,302,168490921000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΒΟΥΡΒΟΥΡΗ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/802030026,,,Ενεργή
ike-greece.gr,302,168898730000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΒΡΙΖΑ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/802048969,,,Ενεργή
ike-greece.gr,302,146531852000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΓΑΖΩΡΟΥ Α Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800994201,,,Ενεργή
ike-greece.gr,302,145968236000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΓΑΛΑΤΕΙΑΣ Α΄ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/800968361,,,Ενεργή
ike-greece.gr,302,146228747000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΓΙΑΝΝΙΤΣΩΝ Α ΙΚΕ,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/800980811,,,Ενεργή
ike-greece.gr,302,146566347000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΓΙΑΝΝΙΤΣΩΝ Β Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800995719,,,Ενεργή
ike-greece.gr,302,166673031000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΓΚΟΥΝΤΡΑ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801940534,,,Ενεργή
ike-greece.gr,302,146533710000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΓΛΥΦΑΔΑΣ Α ΙΚΕ,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800994409,,,Ενεργή
ike-greece.gr,302,165435240000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΓΟΥΣΙΑ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801900192,,,Ενεργή
ike-greece.gr,302,168742821000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΔΕΛΗΓΙΑΝΝΟΥΔΗ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/802042050,,,Ενεργή
ike-greece.gr,302,165426155000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΔΕΛΚΟΥΣΗ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801899860,,,Ενεργή
ike-greece.gr,302,146136218000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΔΕΣΚΑΤΗΣ Α Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800976430,,,Ενεργή
ike-greece.gr,302,146550718000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΔΕΣΚΑΤΗΣ Γ ΙΚΕ,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800995129,,,Ενεργή
ike-greece.gr,302,165445336000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΓΩΓΟΥ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801900630,,,Ενεργή
ike-greece.gr,302,146476955000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΕΛΑΙΟΥΧΩΝ ΣΠΟΡΩΝ ΚΑΒΑΛΑΡΙΟΥ ΙΚΕ,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800991573,,,Ενεργή
ike-greece.gr,302,145724752000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΕΛΑΙΩΝΩΝ ΜΕΣΣΗΝΙΑΣ ΙΚΕ,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800957082,,,Ενεργή
ike-greece.gr,302,145945246000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΕΞΟΧΗΣ Α΄ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800967364,,,Ενεργή
ike-greece.gr,302,146971730000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΕΡΑΤΕΙΝΟΥ Α Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/801013960,,,Ενεργή
ike-greece.gr,302,166703536000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΕΡΜΑΚΙΑΣ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801941790,,,Ενεργή
ike-greece.gr,302,146533440000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΖΑΠΠΕΙΟΥ Α' Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800994378,,,Ενεργή
ike-greece.gr,302,165267717000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΖΥΓΟΓΙΑΝΝΗ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801891130,,,Ενεργή
ike-greece.gr,302,146516346000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΘΑΛΑΣΣΙΑΣ Α Ι.Κ.Ε,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800993566,,,Ενεργή
ike-greece.gr,302,146569630000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΘΑΣΟΥ Α Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800995897,,,Ενεργή
ike-greece.gr,302,146533821000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΘΟΥΡΙΟΥ Α Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800994410,,,Ενεργή
ike-greece.gr,302,146533004000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΚΑΒΑΛΑΡΙΟΥ Α Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800994329,,,Ενεργή
ike-greece.gr,302,165497629000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΚΑΓΙΑ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801903631,,,Ενεργή
ike-greece.gr,302,166703332000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΚΑΚ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801941788,,,Ενεργή
ike-greece.gr,302,145904057000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΚΑΛΑΝΔΡΑΣ Α΄ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800965520,,,Ενεργή
ike-greece.gr,302,146570540000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΚΑΛΟΥ ΝΕΡΟΥ Α' Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800995941,,,Ενεργή
ike-greece.gr,302,145973004000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΚΑΛΟΧΩΡΙΟΥ Α ΙΚΕ,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800968508,,,Ενεργή
ike-greece.gr,302,146945021000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΚΑΜΠΡΟΥΔΗΣ Ι.Κ.Ε.,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/801012729,,,Ενεργή
ike-greece.gr,302,167835652000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΚΑΠΟΥΛΑ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801996357,,,Ενεργή
ike-greece.gr,302,165586936000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΚΑΡΑΓΚΙΟΖΗ Ι.Κ.Ε.,http://www.ike-greece.gr/favicon.ico,http://www.ike-greece.gr/801908509,,,Ενεργή
ike-greece.gr,302,146533604000,ΑΓΡΟΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΚΑΡΜΕΝ ΙΚΕ,http://ike-greece.gr/favicon.ico,http://ike-greece.gr/800994391,,,Ενεργή
